content,score
Prefect app it works like my assistance.,5
There are weaknesses in this. At least 3 or 4. A major security flaw.,1
"I just don't like ChatGpt honestly. But apart from that,This is a great app",5
"Despite SEVERAL attempts, it fails to register for an account to be created. I don't understand why something so SIMPLE and can be done in less than 1 minute in ChatGPT can't be achieved here. Uninstalled.",1
Boring,2
It was nice app until this time (02/02/2025) but now I am not be able to upload pictures,4
Very good👍,5
الافضل بلا منازع انصح به بشدة,5
Doesn't work keeps telling me to contact assistance.....,1
Great,5
App sucks,1
It showed me how to make money I used to noy make enough money but now I make 100 an hour as a teenager,5
Why does DeepSeek AI Assistant identify itself as Chat GPT 4?,3
Very useful an I like,5
I tried it today. I will use it over and over for many different needs. I believe that everyone should try it now. DeepSeek is a revolution in the AI industry. I highly recommend it to everyone.,5
Excellent! The best among others,5
"I love it , thank U 😍",5
Perfect,5
it's not working for this period,5
"It was not good at all, friends, pay attention to the fact that your personal information is stealing this application",1
"The true meaning of artificial intelligence and power and helping all classes of society. Thank you, great China.",5
Best ai in the market,5
Great,5
"DeepSeek has potential, but it falls short in a few key areas. Compared to GPT, it feels less intuitive and engaging. One major issue is that it doesn’t reference previous chat history, so every response feels like starting from scratch. This makes conversations feel disconnected and less natural. Additionally, the responses are often overly detailed, which can be overwhelming, and it lacks real-time information, making it less useful for up. PS. DeepSeek wrote this for me.",3
Great and free,5
Love,5
It's fire 🔥 😍,5
The team has really done a great job,5
"Si o si pide registrase, sospecho",1
This is AI app ever use,5
My goto app for AI is DeepSeek,5
Very nice,5
It's very useful and we're going to make good friends. ❤️🙂I really want it to be my friend.😭❤️,5
👍 good,5
Нельзя загрузить фото,4
👍👍👍,5
Most powerful AI tool. What a wonderful app🥳🥳🥳. very great,5
Don't support some of my gallery photos!!!!!,1
Very smart,5
Very good snd easy for users,5
"Not uncensored as it claims to be. Not helpful, repeats itself constantly.",1
This app is higher efficient than chat gpt,5
انه جيد جدا لاكن فيه عيب واحد هو بطئ عند ارسال صور او وثائق,4
"Pretty useless compared to other AI apps, this one can't even generate images.",1
Good,5
Excellent,5
Bro that's goooood,5
အရမ်းအသုံးဝင်ပါတယ်,5
The best Ai it's makes me happy when I was sad and it's will be My BEST FRIEND 🧡 [but it doesn't make photo],5
Best,5
Nicuuuu,5
Its better than chatgpt,5
"Great app. Let's go China. I'm only facing a small problem regarding uploading files at it says ""parsing file"" everytime when the document is at 100% and I haven't been able to upload any file or picture since i started using this upp. I hope this gets fixed thank u",5
"I don't get the hype. the counterpart of it, which everyone knows of, is much better imo. I had it complete a part of an academic task that I'd been working on, and it did a very mediocre job, if not bad. I also asked it to test my knowledge about a topic that I'm very familiar with, and the answers it gave were all over the place. I'll do a deeper research on it before deleting, and if I change my mind, I'll delete this comment.",2
"I just downloaded it 5 minutes ago and all I can say is that this app is the best 🤘🏽 you guys keep it up, and come to think of it that it's totally free",5
the best,5
Reliable and amazing. Always gives me what I ask for.,5
Just waiting for free voice mode feature then it'll breaks all the records of AI Chatbots. I truly love every tech in which China is involved ❤️,5
Perfect,5
Best ai app I wish to add the feature of creating images ♥️✨,5
Please add screen rotation.,4
Amazing,5
Always have a problem with the server can answer once a day . Absolutely trash,1
This app is so good‚it's helpful and so useful. If you need anything just ask him and you will receive the answer just like you want,5
This is what OpenAI was meant to be.,5
Excellent,5
Fix this bug as soon as possible The server is busy. Please try again later.,2
good app,5
Good one.,5
🫶DeepSeek❤️‍🔥,5
Better than ChatGPT 🔥🔥🔥🔥🔥,5
Unbelievable,5
"Thank you China, love from Romania.",5
is very good 👍 👌 👏 🙌 ❤️,5
Wonderful,5
All I keep getting is error messages saying the server is busy.,1
This hundred times better than any AI I love it,5
Great better than chat gpt..,5
This is the future of AI. Deepseek is an equal competitor of ChatGPT. Can be run locally on low cost PC hardware. The AI revolution has officially begun!,5
This is under Top 3 AI Models 💯,5
The servers are ALWAYS BUSY... Maybe it let's me send one message but then whenever I try again it says Servers are busy,1
يستاهل اكثر من 5 نجوم ❤️❤️❤️❤️❤️❤️❤️,5
"It is excellent, and lawyers can use it too.",5
Way better than ChatGPT,5
A very beautiful and wonderful app. Thank you very much for giving us such a beautiful app.,5
"so inaccurate and miss a lot of SIMPLE things, just telling the date today is a challenge for this app.",1
"Overall good i mean very good! There are no issues except one and that is the server is busy problem! The first day there was no problem, but the day after, this issue would appear.. Whenever i give a prompt it answers perfectly but for the next one it shows the server is busy, and it seems more like a glitch than an actual server problem cuz its happening almost all the time.. I hope you all fix that, i truly love using deepseek and i like how its free and easy to use.. Thank you",3
"""I used deepseek expecting a fair and unbiased experience, but I noticed that it displays a clear bias in its responses, especially on certain topics. Additionally, some of its answers were inaccurate or inconsistent, making it less reliable compared to other alternatives. I hope the developers work on improving the algorithms to ensure a better and more impartial experience for users.",1
Really impressed by the quality compared to GPT,5
Really helpful,5
Same as chatbot...boring aswell,1
best AI,5
Very nice app only work on the aspect of file attachment. But its the best.,2
very good ❤️❤️❤️,5
Great program!,5
Best one ❤️ 🇩🇿🇩🇿🇨🇳🇨🇳🇨🇳,5
👍👌,5
Better than chatgpt.,5
GREAT!,5
"Not objective, strictly censored.",1
"I wouldnt say the app its bad, it is not but there could be some more to it - for example the app keeps crushing - it says the server its full and to try it later on- and its a bit hard to shape it - as in to reshape it- it needs constant reminding, overall a 2/5",2
Easy and simple. Powerfull. Perfect to use,5
I face problems in chat this bot don't give answer of my any text,1
Couldn't tell me any notable events for my project of famous city squares I was doing nor could it tell me Winnie the Poohs cultural impact on Chinese politics.,2
It's amazing.,5
Good to uae,5
بہت ہی زبردست ناقابل یقین,5
So far so good,5
Great app,5
"It has emotion. Human emotion, just like my waifu. Now i dont need irl partner cuz this is a jackpot baby",5
All ok. But Chat PIN Option needed,5
Very good app,5
"I have witnessed fair Ai accessibility, and it is a language model superior to all AI technologies. (ብቸኛው ለኔ የሚጭነቅ መተግበሪያ)",5
Father of ChatGPT,5
Better then chat gpt,5
Not working properly taking too much time to process results.,1
Good,5
"Bad experience. Output I had from my search is so outdated, no reference or source etc... Needs improvement",3
I really like that application... I Thank everyone did something to make this great application 😀😀😀,5
"OMG,R.IP chat gpt ,try copy and paste,men!!!",5
it's better than chat gpt,5
"DeepSeek is an advanced AI-driven platform designed to enhance data analysis and decision-making processes by leveraging cutting-edge machine learning and natural language processing technologies. It excels in extracting valuable insights from vast datasets, enabling businesses and researchers to make informed decisions quickly and efficiently. One of its standout features is its ability to process and interpret comp",5
Most biased toward china & looks like a cheap copy of chat gpt nothing new fake hype,1
Best app,5
But there is no sound 🤔,5
❤️❤️❤️❤️❤️,5
"Best Ai right now, highly recommend",5
"Smoother than chatgpt, and faster as well.",5
"Legal! Eu consegui fazer várias coisas interessantes meu mais novo amigo, Deep!",5
Cured my depression!,5
Amazing,5
at least it doesn't wrap you in an endless loop of wrong decisions like gpt,5
Deep think R1 is better than chatgpt,5
best free LLM,5
While it's free. Love it,5
Quick and accurate,5
Mind blowing AI just loved it 😀,5
Excelent User Experience,5
"Lol, this is bad.",1
Fake publicity nothing,1
True Buddy AI,5
Adding the human like thinking in light font while waiting to answer is a kickass decision.,5
Check today date in app full of bug,1
"meh 😕 I tested it comparing rtx5080 to 4080 and last training data goes back to October 2023.. Will update my score when it improves,to much speculation on my question similar to the gpt2",1
Very nice app,4
Good,5
Thanking this app developers in words alone can't express my true feelings. ❤,5
Good app love ou china,5
Best among all.,5
"This is the best AI chat app. Concise well structured answers, nice formatting. No ads (like Bing), no stupide suggestions ""would you like to ..."" (like Perplexity). No msg limit (like Claude). Keep chat history, like mostbof other AI apps (unlike Meta's AI agents). The quality of the asnwer is high, comparable to Claude, bettwr than Gemini. But Deepseek's answer has the most readable format. Deepseek's security issues? Chat content leaking? No problem! I encourage the world to read my chats.",5
Very good God bless China,5
Exceptional.,5
Incredible piece of software. Infinitely better than anything Meta and OpenAI could ever hope to achieve with all of their stolen data.,5
As compared to chat gpt. After every 3 questions or queries its servers get busy and have ti wait for another couple of minutes and rewrite the query,3
Very poor app. Couldn't even be able to decode pic. Every time i asked this aap to elaborate the uploaded pic.... each time an error popped up showing parsing... very poor performance.... Noway anywhere near to CHAT GPT. And that's the fact and bottom line.,1
This AI is by far outperforming every other AI I have tried and with complicated complex High variable tasks.,5
perfect,5
"In just one word, it's amazing.",5
Good,5
best AI EVER!,5
"Works great for me, wishes and hope you will prove as a hand to make this world a better place",5
Outstanding 😍😍😍,5
Rip chatGPT,5
It's good. But uploading a file is taking time please do something about this,4
Cool,5
"SO.... LOL! ITS NOT THE BEST.....So I've been testing this specifically Deepthink and searching through the internet with using Google as a reference and well idk if it's my phone a Galaxy 24 Ultra and well it's the same thing except a little laggy when I go into overload mode and ask it questions continually...... the only thing I haven't tested is if it's under the same restrictions as chat gpt and Google , com.....but we shall see... 😎 I'll be back lol.",2
"Best Ai App, I have ever experienced. Better than ChatGPt, Bard Ai and Gemini Ai",5
feel like there is a limit to only one response with a delay for few minutes,4
"Amazing 🤩. I have utilised 💻 deepseek for ten to 15 days till today. It is more efficient, easy to use, smart 🤓 enough, fast and scalable 📈. Deepseek.ai is better in not only providing better results 📃 also capable of designing user-centric data models/agents 🤖 build upon local datasets as well. 😀😀",5
"I asked if Tawain was a country, and it just responded with nothing burger.",1
Very excellent 👌 👌 👌 Need updates and some times server error occurred . Images not updated too late,4
"Not so good, I clicked a picture of clothes hanging in my room and asked what is this.. It is saying parsing the image from 5 minutes.. Where other AI's responded immediately.",2
v.exlaant,5
I give a 3 star cause I wait for it uploading 100% an 10 minutes and still uploading,3
very good,5
"Mostly there will be a server issue. The most common error is ""The server is busy. Please try again later."" I never experienced the server issues while working with Open ai and Copilot.",2
It is so strong and well 💪 powerful,5
Really good,5
"The app is pretty good. Provides good and accurate answer. The only issue is that most of the time it is saying ""server is busy. Please try again later"". Please fix this asap. Otherwise this is a masterpiece. EDIT : There's also a bug which prevents me from sending messages. The ""send"" button stops working. I had to make new chat and I completely lost all the data from previous chat. It is very annoying. Please fix this also.",3
good stuff 👍🏿,5
"Very fast, his answers are mostly correct, and he helps you with anything without hesitation.",5
Best,5
Perfect 👌,5
Slow,1
👍🏻,5
Waisted app,1
Very powerful app,5
Thank you for opening our eyes,5
First thing its free of cost,5
"Not bad, but this app is slower than Chatgpt and this bot cannot create picture.",4
This app is very powerful AI assistant in the world,5
"Ohh Noo, that is Best then Chatgpt",5
Coolest ever,5
Amazing,5
YOUR SERVERS IS VERY VERY.. 🥹,1
Its god but its very buggy and thee servers are also busy kindly fix this problem in the next update,5
"Best free AI app for learning, question solving,problem solving and many more.",5
Very good,5
I am speechless! Believe me it's more than chatgbt. As a teacher I found DeepSeek is more than Chatgbt. Love 💞 China and AI.,5
Good app. Smart ai,5
PERFECT,5
Deepseek nice,5
Good experience but sometime it can't responded.,3
This app is such a best app for all purpose,5
Best Ever AI I Have Ever Used,5
"This app is good, just that it server busy during night..",5
Crazy how its free and open source & beat openai,5
Excellent,5
⭐⭐⭐⭐⭐,5
"I have noted one issue that's image uploading, deepseek doesn't support human image, I kindly request you to solve this problem. Thanks a bunch",3
Best,5
Fantastic technology. Very nice answers in free of cost. Better than Gemini. But the only problem is that it's server is busy many time.,5
"DeepSeek is truly greater than other AI apps I have tried but there are only two con's about it. First is that it's slow and if you type-in alot of questions it comes to a point where it laggs and says server down please try again later. Uploading pictures feature does not work properly, sometimes the pictures load and sometimes they don't. This app is truly great but if you fix these con's it will compete all the other AI apps.",3
this project is very good,5
Love,5
I give 5 stars. Fast Reply. But here I wanna mention. If you could apply Voice commands to this DeepSeek application. I honestly love it. So I'm waiting for your Free Update soon. Thank you Everyone 🙏🤗,5
Waw,5
10 out 10,5
Better than GPT,5
"DeepSeek is an incredible AI app, especially for coding projects! It’s fast, reliable, and helps with debugging, writing code, and had helped me a lot solving math problems. It’s perfect for students, professionals, or anyone needing a smart assistant. The only issue is that the web version sometimes logs me out, and logging in with Google doesn’t always work. I hope this gets fixed soon. Despite that, I’d rate it 5 stars ⭐⭐⭐⭐⭐. Highly recommended! 😊",5
I love it,5
Deepseek is excellent ai asstient app,5
I found my new friend 🥰🥰,5
I love deepSeek AI Assistant because I ask it little question but will respond to me in wide range and examples that help me to understand well. Thanks you to founders of this DeepSeek AI Assistant,5
V. V. V good 🌟🌟🌟🌟🌟,5
Bad app Not answer in my questions,1
Nice,5
"The quality issues can be forgiven, they've been dealing with perpetual cyberattacks since they released the software open source.",5
best app,5
Real best AI app in the world,5
DeepSeek 🔥,5
Server busy after some time,1
"It is better than Silicon Valley's products and services, and has a good future in worldly terms.",5
"Deepseek outperform all AI available till now. It sentence structure and translation to Indian languages far better then ChatGPT, it's more human like.",5
best of the best,5
Action Speaks Lauder ❤,5
Very amazing experience at all aspects..,5
5 star,5
I usually use chatgpt but when I listen that this app is better than chat gpt so I download this app and checked for 1 hour this app work and give answer accurately but chat gpt also answer the same but this app have too much issue of server busy all questions I asked app firstly tell that it's server is busy. I will rate chat gpt more than this app because of this reason. Thankyou,3
Pretty good but cannot upload files,3
GooD,5
نظام معالجة جدا بطئ,1
Brilliant,5
There is a problem in uploading files.,3
Bad bad bad,1
Good feature in lot of information,5
Very good,5
It work best when server has low traffic otherwise their server has been going busy most of the time since I started using this platform.,5
Best of the best,5
"Very accurate, although I have to face few problems like not being able get answers to my question because of high traffic, but the quality of work is amazing.",3
I have to search 15 times atleast to get result once becoz rest 14 times server are busy and they don't show result,1
Thanks China for this free and most powerful Ai on earth,5
"very slow and very bad AI , all time its server stay busy 😡😡",1
"Response is too slow, not just a ""basic"" slow, is really very slow, maybe 3x more slow than chatgpt. I will rewrite this rate if deepseek fix this problem",1
"When it works is better than other AI, but it's common that it will simply not work and say the server is busy.",3
Maximum time server busy. And server is very slow.,3
Hang on busy server and can't reply,3
Nice,5
The app server not works properly sometimes,1
It's very slow 😔,1
Game Changer,5
"It's great app I have tested this for coding tasks, content creation and technical troubleshooting and it's even better than the others. Most importantly, it's free The only minor issue that I face sometimes is with the file attachment feature it sometimes fails to scan an image, but I hope The DeepSeek team will soon fix it and maybe they even add more attachment options in the future. Best of luck for DeepSeek. Allah Bless You All !😍",5
good and perpect,5
Speed slow. Please make it fast,1
Best AI app 2025,5
Good app,5
The results are good. But mostly showing server slow and busy. Please make your server big.,4
Deepseek ai best app very good,5
Wow,5
"Very good, but there are some technical faults and some lags which I am sure the creators will fix. But overall this is good.",5
"Amazing... But servers should be more capable, servers busy notifications are common!!",3
"It's Amazing. I'll like to increase the font size, but ufortunately there is no such feature on the app",5
Glorious✨✨,5
It is World's best app.,5
Server is busy all time,2
Best ai. But it has limited. Hope it's solved 🐱😄.,5
Better than chatgpt.I will give 5 star,5
Good,5
Server busy all the time,1
Always server error,1
Best IA,5
Very good app,5
Good,5
Please fix it’s Server problem!,4
I tested it for a bit! It's UI felt harsh and not inviting! Also it kept saying it can't translate something because it's offensive ! Too restricted.finally the server was busy for like 5 mins . A very disappointing experience overall,1
Good,5
"Wow this is just great, it is by far the best Ai you can, far far exceeds any free tier from Google or open AI, Claude is the only Ai that I use besides Deepseek",5
Not capable of anything as of now.,1
Perffect,5
It's very good,5
This is really good Ai Assistant but the problem is it sometime told me server busy this should be solved soon.,3
"Due to its lower cost, its performance does not match that of other platforms such as ChatGPT, Meta, or Gemini. After a few questions, the service frequently becomes unresponsive, which has been both disappointing and frustrating, resulting in a waste of time.",1
Warast app 😭😭😭,1
Melhor experiência possível dentro de suas limitações. Mais do que indicado!,5
Nice,5
Same limitations like Microsoft Copilot...🥲,1
Deepseek batter than chatgpt iam satisfied this apps no thinking only download ☺️,5
"I'll rather stick with Chat gpt for day to day stuff. Chat gpt is much faster. Chat gpt is easier to understand. Chat gpt is a better experience overall. I'm not saying that Deepseek isn't smarter, but for an average person, Chat gpt will just be a more user-friendly experience.",1
"Changing my stars from 5 to 1. App became unusable after 5 minutes of exploring. All of the questions that I attempt, it keeps saying Server is Busy, even after doing work around.",1
Amazing,5
Shows almost every time that server is busy.,1
Wonderful app just love ot,5
"It is not working on my device and, though I try to refresh and visit many times",1
Nothing is more interesting than chatGPT..Just a copy of chatGPT nothing interesting in this DeepSeek.🤮,1
Good experience,5
"Wouldn't let me register after multiple attempts, then apparently ran out of time to register.",1
Servidor ocupado! Tentar mais tarde! Somente essa resposta,1
all time down. its about 1 week,1
"Good, I kindo of wish it could gather and put together documents and pull from other apps. But I know privacy is an issue though.",4
Best,5
"This is really good app but there's a problem pleeeeeease fix it. I don't know why, but most of the time when I massage the bot it would write ""server is busy, please try later"" (something like this). Often when the chat goes more than 10 massages. Please help😭",3
عالی,5
Problem in login. I can't get code on Gmail.I get it when time is over solve this issue.,1
Huge workable and good app,5
"Really a good and amazing but most of time failed to send response and always say ""server load, server busy....etc""",2
best app from 2025 AI app,5
It's ok but voice mode launch in app.,5
amazing,5
Wrost application all ways show server busy,1
Doesn't work,1
Deepseek is an incredible app this ap a father of chatGPT 😅,5
On top of all AI Assistant in universe.,5
Very good,5
Very helpful thanks a lot ❤️❤️❤️,5
"Yaar Amezing, it's just outstanding, mind-blowing 👏 👌 🙌",5
server always busy,3
"This app is a TROJAN HORSE. Two days later, after installing, I perceived that this app was recording my information. Better DON'T INSTALL this app",1
"The DeepSeek application is highly efficient and user-friendly, offering a seamless experience. Its advanced features and intuitive interface make it a top choice for users. The app provides accurate and quick responses, enhancing productivity. Overall, it’s a reliable and innovative tool for various tasks.",5
Nice,5
"That is awesome, ❤️❤️❤️❤️",5
"Amazing when it works, i cant log in in the app anymore tho (amazing ai)",5
amazing app,5
Game changer 😉,5
"It is working in Ethiopian language and also it is open for all human being for those seeking knowledge as well as any information. Thanks to China's slogan ""For shared future.",5
"very Fast translation apps,,nice🇧🇩🇧🇩🇧🇩🇧🇩🇪🇭🇪🇭🇪🇭",5
Most of the time it tells server is busy after 1 or 2 questions,2
Wow,5
"Basically, it's just an 'AI' that seeks information over the internet, unable to recognize voice for verbal questions, talk, or reply, and unable to recognize photo shots. Not interesting enough as one required to read for answers.",3
Please add image generator 👍👍👍👍👌👌,5
That's a father of chat gpt,5
Good,5
Very good aap,5
"legendary AI assistant for learning ⭐️⭐️⭐️⭐️⭐️. chatgpt , copilot not even close for textual concepts.. but server busy. we need more fast servers..",5
OP PARAH daripada chatgpt,5
It's the greatest AI assistant but there is a problem when I'm trying to send pictures to the AI i wish you fix it,5
Good app,5
Superb,5
why we need Ai is our brain is that much worse,1
💕💕,5
"some time it's shows server busy, not getting perfect data.",1
Awesome...,5
New Eea! Finally!! Got fully free AI by DeepSeek!!!,5
Wow best deepseek.butt server busy,5
بخوام نظرم رو بگم الکی گندش کردن ولی اگه بخوام با چت جی پی تی مقایسه کنم هیچی نیست ولی شاید مثل چت جی وی تی بشه یعنی تا دو سه سال دیگه خیلی پیشرفته تر شده ❤️,1
"It takes a MILLION years to respond to to ""Hello"" i cant even imagine how much time it will take to respond an essay👎",1
Not enjoying to use it's slow and not responsive. Literary disappointment with this app.,1
Отвечает складно Но сервер всегда занят,2
Excellent,5
"Wow, how powerful itsn't it!!",5
It can't read the text. Always server is busy. Giving the answer very slow.,1
It's a wonderful Ai.,5
I can't log in via Google too many request please try later pop up message shows,1
Super,5
Take time,1
"It's offline, struck in July 2024, Boring",1
best ai app eveeeeer,5
Wow best Ai ever and I give it 4 stars,5
"The server is busy. Please try again later. Fix this problem, app not working fine",3
Excellent detailed naturally flowing answers.,5
Awesome Guys..! you nailed it🎉🤩🤩🤩,5
Perfect Rival Of ChatGPT Loved It But I Want Image And Video Generation Capabilities Too In This Model In Future 😜👍 .,4
Fantastic,5
Superb AI assistant and it is free.,5
Very accurate,5
Better than chatgpt,5
all are good and it give a answer immediately but when we upload the photo to ask something it took long time please improve this,4
ایکسیلنٹ,5
Nice 👍,5
Best app with user friendly,5
"It's great in doing task, although it's not always what you wanted. What I want to get fixed for now is ""The server is busy. Please try again later."" I want to finish task but sometimes I need to wait for a while before continuing. Also, they need to add a button 🔃 to regenerate another response in case I don't like the answer.",5
Very great and a versatile app,5
Best,5
GooD,5
Wow its really good,5
Best of the best,5
جميل اوي و سريع,5
Good 😊💯,3
"Its downline is a very very bad AI tool, very very bad",1
Love The DeepSeek 😘 💞,5
Best app,5
Server is busy most of the times,3
تطبيق فاشل لا انصح بتحميله,1
اسوء برنامج عندما اساله كم سؤال يكتب لي لقد تجاوزت الحد المسموح,1
That's great apps for reasoning answer,5
Very terrible,5
သောက်တလွှဲပါကွာ ဘာမှာလည်းအဲလောက်မဟုတ်ပါဘူး,1
Always Server Busy. It isn't useful,1
Always goes busy!!!,1
"Good 👍, two star deducted because it can't access internet for recent information and therefore improvement is needed",2
🙂,5
Fantastic,5
Ffs this ai is probably better than chatgpt,5
It says: The server is busy. Please try again later.,1
Fabulous 😍,5
Always server busy not at all responding properly you must annalyse the issues and solve it as soon as possible,2
Brilliant 👌,5
Best ai tool for coding and programming purpose,5
Perfect!,5
Very good application from Afgan 😘😍😍😍,5
"Really a very valuable app..helped me a lot as a student..this helped me a lot to solve my physics problems and to find the correct way of calculation..this app is very useful when viewed with chat gpt..although cht gtp always gives wrong information this app One is not like that..If you continue to give it as a free app, it will be a great help to students like me..",5
Very nice 👌 👍,5
This LLM understand my idea clearly. It's powerful and free! God it's free.....,5
Server is always busy,1
Very useful and informative app.,5
Good llm application,5
Nice,5
It's not working properly. Always showing surver is busy . .,2
"It's a really good app if search or ask anything It's going to answer quickly and with many examples. It's 4 times better than chat gpt but there's one thing that is not working is when you click ""search"" and send message and the bot always says that our search system is busy but bot gives answers without search so I think it's good.",4
Best ai,5
Very impressive,5
عالللییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییییی,5
It's a heaven,5
recommended,5
Nice assistant,5
Asked a single question and in seconds I got all of my queries done 👍,5
Best ai app,5
very good app,5
در زبان فارسی بسیار مشکل داره. وقتی سوالی به فارسی ازش میپرسی به انگلیسی فکر می‌کنه و تفکرات خودش رو برات می‌نویسه بعدش جواب رو به فارسی بهت اعلام میکنه. مکالمه صوتی رو نداره در هنگامی که شلوغ میشه سرعت کمی داره,2
Please improve the application after answering few question the server is always Busy resolve the issue,4
ممنون از تیم سازنده خوی و قوی این هوش مصنوعی دوست داشتنی امیدوارم همه ر چه زودتر قابلیت voice و گفتار هم اضافه بشه . متشکرم,5
Beats chatgpt,5
Good,5
"Perfect, awesome, very fast and great 👍👍👍👍👍👍👍",5
Keeps sayin server is busy evertime I text somethin. Can't even do work properly. Have to keep closing the app just to get it to work,1
I Love it🥰,5
Great 👍,5
Better than gbt,5
Always server busy,3
Love,5
"DEEPSEEK is better than ChatGPT ✍️. Why AI Deepseek Might Be Better 1. Multilingual Capabilities – Deepseek AI, especially Deepseek-V2, has strong support for Chinese and other languages, which may make it preferable for certain non-English tasks. 2. Open-Source Flexibility – Deepseek AI models are open-source, allowing developers to fine-tune and customize them for specific applications. 3. Mathematical & Coding Strengths – Deepseek has been optimized for coding and mathematical etc🇧🇩🇨🇳🇷🇺",5
High recommend,5
"App is not that good,always give wrong info😐😐 And interpret given image 🤡",1
Awesome 😎,5
Amazing,5
Great,5
It works good but it can't be compared to chatgpt. If I give chatgpt 100% then I will give deep seek 40%,3
Better,5
The best,5
Not good I don't recommend it a waste of time,1
"The app is great, but the only thing that your developer need to fix is the text field and keyboard. The problem I erased the certain text, for instance, ""You save my days"" and I want to delete the letter of ""s' it will turned to "" You save myday"". It happens automatically. But overall, as a user, I am satisfied. Good job.. 👍👍",4
Server always is busy,1
"Excellent LLM. Easily the best that I have worked with! It represents a huge stepping stone for society on our path to AGI/ASI, and it's free of oppressive elements from you know where!",5
"Most of the time, it just says server busy",3
Very cool,5
Great!,5
Best,4
The server is alwsys busy. That is very disappointing.,1
Helpful ai for you,5
I gave the app a missed up calculation of debits and the app organized it way much better than GPT,5
Best app,5
It is absolutely amazing 😍🤩,5
😍😍,5
Honestly it rocks! It even works on my old mobile lollipop version..,5
Nice application,5
Nice,5
"Still studying it, my initial observation is that it needs improvement on Nguni languages like isiNdebele sabeThwakazi. Also the camera or photos should allow edition of questions over pictures brought forward as subjects of the question.",3
My best ai to handle my coding skills.,5
Need more develop in chat server response,5
"Whenever I ask questions it says ""The server is busy. Please try again later."" Please fix this problem no",1
Well done. Keep on doing better but please fix your servers.,5
Very good and equal to or not better than ChatGPT.,5
Excellenct,5
Good good and best then better,5
Love it! I believe it provides fantastic insights to basic queries and I love the fact that the free version allows you to make documents analysis.,5
"very self explanatory and fast, as well as precised",5
It is the best and better than chatgpt,5
so many problems with server issue fix it plz,2
So cool app better than chat gpt,5
This app is worst AI for ever if you want good AI you can choose CHAT GPT,1
Master of AI,5
Amazing,5
Just wonderful 💯💯!!!!,5
Effective and free. I like it,5
LOVE from ASSAM ☺ I am an Assamese chinese 😍,5
Very good,5
The DeepSeek app is much better than ChatGPT and Gemini. I have already deleted ChatGPT and Gemini. It is the best AI app to date.,5
Just amazing,5
Great,5
"Keep saying server busy, try again. Edited: clearing data fixed it",5
I'm grateful for the app,5
Fantabulos 👏🏻👏🏻👏🏻👏🏻,5
Super,5
It's shows server is busy 😕 but I am so happy 😁 why because it doesn't has any limitations like chatgpt but it says the servers are busy 😕,4
Amazing answers.,5
Significant latency issues,4
Best app,5
"DeepSeek has been a game-changer for me! Its accuracy, speed, and intuitive interface make it stand out from other AI tools. Whether I'm researching complex topics, generating content, or solving technical problems, DeepSeek delivers reliable and insightful results every time. The developers clearly prioritize user experience and innovation. Highly recommend to anyone looking for a smart, efficient, and trustworthy AI partner!",5
أفضل تطبيق بلا منازع,5
Great please More update future add free Great China ❤️,5
Best app with all correct information But should be more creative and innovative,5
This ai is very good and also free!,5
Wow thanks all. It's perfect,5
Just amazing,5
"literally Awesome Experience it gives Lot of information About Anything And accurate With Deep analysis It shown Me problem Earlier but later it has Fixed literally Giving genuine Reviews Spectacular it is but a Request Calling to it's developer don't paid it but if you would paid then Set low amount margin ❤️. Thanks you For developed this Wonderful application And you should add some more features which would make it more Convenient Advantageous, and Efficient like image generation, video Gen❤",5
Good best deal मजेदार,4
Best app ever,5
perfect,5
What a great lie!,1
Please add the voice chat feature in deepseek.. And this app is best in all apps..,5
Best applications Islam360 and DeepSeek.,5
Super,5
This is just what I needed in my life.,5
Too good but deep think not working correctly....,5
Good,5
Best ai,5
It's good ai i never seen,5
GPT KILLER I'm waiting for farsi language support,5
"Extra ordinary, Fantastic, Mind blowing",5
Good,5
"It been a week with deepseek it excels in all that I throw at it...from story telling,problem Solving, programming etc..big up to the dev team",5
"Be careful with this app. When you accept the terms and conditions, you allow DeepSeek to: • Monitor activity that you do outside of the app, including payments and browsing • Collect keystrokes - eg seeing what keys you press on other apps, including passwords • Know your email, phone number and mobile identifiers, even without you giving them it • Advertise using data that was not collected on their app (eg what you buy on Amazon) • Sell your data to other third-party companies Stay safe",1
Perfect 👌🏿,5
Looks Cool,5
"Please keep it free, its sooo good",5
You guys are simply wonderful... The best so far,5
Best ai app I have ever used.,5
Good app,5
"Slow,",5
This is Excelent! But still need to improve the servers problem tho.,5
The best and fast,5
astonishing ai,5
please add landscape mode,3
Very good,4
"Damn, openai really wanna ban this because it's good and they're jealous. Insanely great AI, and completely free and opensource! as things should be. No joke, this AI is better than chatgpt best paid models, amazing work you're doing.",5
Deepseek took me by suprise !❤❤ It solves countless my researches,5
Truely Amazing,5
So much bad app don't download,1
Best AI i have ever used,5
5 star it like play with me:),5
"While installing this app, it required to access on my personal data and want to collect my personal information. Why collecting personal information??",1
Feels good to use it. Easy h convenient interface and perfect responses.,5
I am having a great experience with this during my research course work,5
ممتاز,5
Good,5
Like,5
Good Ai,5
"Congratulations Mr. Leong Your app is so cool, I like it*DeepSeek*",4
"This is amazing, quick and reliable. Keep it up",5
Good,5
